A	at1.at	97.04794905236464	1.0302582637037525	10000000
A	be1.be	76.45150928542009	1.1279590378590492	10000000
A	cz1.cz	118.21646075035413	0.757994726465476	10000000
A	ie1.ie	124.79608299927199	0.9379447876127975	10000000
A	il1.il	112.97902304031142	0.8244998847999758	10000000
A	it1.it	113.69669000848126	0.7682008438431117	10000000
A	ny1.ny	94.81934360755788	0.8176302234794803	10000000
A	pt1.pt	76.85433681312207	0.8917749515257569	10000000
A	se1.se	93.00751603520587	1.154395536980956	10000000
A	sk1.sk	95.04424713285047	0.9049154097390393	10000000
A	uk1.uk	104.73460905068531	0.8134771277382447	10000000
B	be1.be	115.73636256909754	0.7506073867019764	10000000
B	gr1.gr	85.19589113252002	0.7631522775027391	10000000
B	hr1.hr	78.79994859273445	0.8248725908148058	10000000
B	ie1.ie	101.28588667091462	1.203061030448013	10000000
B	it1.it	94.33729908142634	0.8209178997672175	10000000
B	ny1.ny	75.07866179628977	1.056154300119281	10000000
B	pt1.pt	115.12504777031816	1.1282826353360684	10000000
C	be1.be	114.08186578962432	1.1624848831205363	10000000
C	fr1.fr	96.48120326185217	1.2435195917810515	10000000
C	gr1.gr	115.93524848370187	1.2050743792361036	10000000
C	hr1.hr	113.43995611252298	1.1909449436887452	10000000
C	ie1.ie	78.5219157577255	0.8895321423358534	10000000
C	uk1.uk	107.15058938087503	0.947924054543043	10000000
