u1	1133.2772018501469	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u2	1091.430851289855	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u3	631.006356259726	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u4	933.2469218434184	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u5	1275.124339059076	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u6	1262.939959768878	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u7	1344.1827464125574	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u8	709.2536665224545	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u9	781.982085504992	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u10	792.6776603931704	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u11	1360.694964517799	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u12	1093.5127270515572	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u13	1140.8776982583076	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u14	1074.2716973560425	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u15	744.6635137391362	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u16	1166.6034086566387	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u17	1123.5113449456758	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u18	545.877443006147	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u19	780.5869060043489	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u20	1028.9388768801252	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u21	760.741693377225	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u22	858.827030106603	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u23	814.8713802491109	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u24	781.3068851737012	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u25	780.1412722909159	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u26	1402.3990430818928	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u27	1181.6622714953432	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u28	959.9118126309507	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u29	876.1228640160613	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u30	521.1691774301855	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u31	1287.7639206901856	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
u32	1058.4636118371907	106.3774038862317	159.56610582934755	35.4591346287439	53.188701943115845
