D	at1.at	21786.049972184726	0.8479365564553758	10000000
D	be1.be	18103.423416111997	1.1279698878398576	10000000
D	cz1.cz	15097.247082113676	1.0293719105980785	10000000
D	ie1.ie	18638.41890615347	1.0727627607230885	10000000
D	il1.il	20059.213334422016	1.1929309397448296	10000000
D	sk1.sk	20379.935368092185	0.9865635884306617	10000000
B	at1.at	19960.781769060395	0.813664674362833	10000000
B	de1.de	17613.14448320155	0.8054243401228436	10000000
B	es1.es	23323.777493475973	1.2135614982227445	10000000
B	lu1.lu	16174.820921292063	1.0399476666050234	10000000
B	nl1.nl	22730.29358689891	1.245953684226349	10000000
B	pl1.pl	24171.41789583751	0.8236725718711977	10000000
C	be1.be	22538.098026484502	1.2283563559102528	10000000
C	es1.es	17451.76369639619	0.9487407655210951	10000000
C	hr1.hr	15143.398662116644	0.856890753313	10000000
C	hu1.hu	19539.917778393672	0.8817339264798005	10000000
C	ie1.ie	19372.1320719582	1.0183239170996585	10000000
C	nl1.nl	17895.359251923423	0.8827804470958895	10000000
C	ny1.ny	15470.252102508435	1.131685130894811	10000000
C	se1.se	19098.985933709944	1.0465733255004221	10000000
C	uk1.uk	19621.653516604438	1.0935833487424516	10000000
A	ie1.ie	24045.449961775677	0.8590611315552101	10000000
A	il1.il	16323.018018818662	0.8243233437162346	10000000
A	pl1.pl	18145.51178912492	0.7535832065758805	10000000
A	pt1.pt	17806.092108921246	1.0804462897469624	10000000
A	se1.se	19033.002747172908	0.9075682827166475	10000000
A	si1.si	24292.482653373205	0.9431349679870061	10000000
A	sk1.sk	19874.306910900355	0.9744964056609733	10000000
